Start Time, Mon Oct 15 15:51:38 GMT+0100 2018
Energy calibration,  Offset: 0, Slope: 1, Quadratic: 0
Live Time (s), 7200
Real Time (s), 7200.749849
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
1251, 1251, 14
1252, 1252, 13
1253, 1253, 20
1254, 1254, 16
1255, 1255, 8
1256, 1256, 18
1257, 1257, 16
1258, 1258, 14
1259, 1259, 20
1260, 1260, 9
1261, 1261, 11
1262, 1262, 14
1263, 1263, 11
1264, 1264, 11
1265, 1265, 10
1266, 1266, 14
1267, 1267, 11
1268, 1268, 12
1269, 1269, 17
1270, 1270, 15
1271, 1271, 9
1272, 1272, 9
1273, 1273, 11
1274, 1274, 10
1275, 1275, 12
1276, 1276, 11
1277, 1277, 12
1278, 1278, 9
1279, 1279, 16
1280, 1280, 9
1281, 1281, 9
1282, 1282, 13
1283, 1283, 11
1284, 1284, 12
1285, 1285, 5
1286, 1286, 8
1287, 1287, 15
1288, 1288, 15
1289, 1289, 14
1290, 1290, 14
1291, 1291, 19
1292, 1292, 15
1293, 1293, 13
1294, 1294, 19
1295, 1295, 11
1296, 1296, 13
1297, 1297, 22
1298, 1298, 19
1299, 1299, 12
1300, 1300, 12
1301, 1301, 18
1302, 1302, 27
1303, 1303, 13
1304, 1304, 27
1305, 1305, 16
1306, 1306, 28
1307, 1307, 21
1308, 1308, 25
1309, 1309, 25
1310, 1310, 29
1311, 1311, 29
1312, 1312, 35
1313, 1313, 22
1314, 1314, 29
1315, 1315, 31
1316, 1316, 33
1317, 1317, 29
1318, 1318, 30
1319, 1319, 20
1320, 1320, 38
1321, 1321, 34
1322, 1322, 46
1323, 1323, 26
1324, 1324, 36
1325, 1325, 33
1326, 1326, 27
1327, 1327, 44
1328, 1328, 38
1329, 1329, 39
1330, 1330, 65
1331, 1331, 47
1332, 1332, 39
1333, 1333, 36
1334, 1334, 45
1335, 1335, 57
1336, 1336, 46
1337, 1337, 53
1338, 1338, 54
1339, 1339, 62
1340, 1340, 63
1341, 1341, 55
1342, 1342, 60
1343, 1343, 54
1344, 1344, 56
1345, 1345, 57
1346, 1346, 63
1347, 1347, 55
1348, 1348, 58
1349, 1349, 53
1350, 1350, 50
1351, 1351, 58
1352, 1352, 69
1353, 1353, 50
1354, 1354, 81
1355, 1355, 60
1356, 1356, 72
1357, 1357, 58
1358, 1358, 62
1359, 1359, 63
1360, 1360, 64
1361, 1361, 66
1362, 1362, 54
1363, 1363, 62
1364, 1364, 61
1365, 1365, 59
1366, 1366, 63
1367, 1367, 70
1368, 1368, 66
1369, 1369, 48
1370, 1370, 60
1371, 1371, 44
1372, 1372, 57
1373, 1373, 50
1374, 1374, 44
1375, 1375, 62
1376, 1376, 48
1377, 1377, 46
1378, 1378, 49
1379, 1379, 51
1380, 1380, 42
1381, 1381, 35
1382, 1382, 37
1383, 1383, 38
1384, 1384, 46
1385, 1385, 36
1386, 1386, 45
1387, 1387, 25
1388, 1388, 27
1389, 1389, 48
1390, 1390, 36
1391, 1391, 30
1392, 1392, 31
1393, 1393, 29
1394, 1394, 26
1395, 1395, 30
1396, 1396, 22
1397, 1397, 32
1398, 1398, 31
1399, 1399, 24
1400, 1400, 22
1401, 1401, 16
1402, 1402, 21
1403, 1403, 20
1404, 1404, 16
1405, 1405, 12
1406, 1406, 13
1407, 1407, 12
1408, 1408, 15
1409, 1409, 15
1410, 1410, 13
1411, 1411, 15
1412, 1412, 10
1413, 1413, 7
1414, 1414, 14
1415, 1415, 9
1416, 1416, 15
1417, 1417, 12
1418, 1418, 8
1419, 1419, 6
1420, 1420, 12
1421, 1421, 8
1422, 1422, 7
1423, 1423, 7
1424, 1424, 10
1425, 1425, 7
1426, 1426, 6
1427, 1427, 9
1428, 1428, 5
1429, 1429, 7
1430, 1430, 5
1431, 1431, 3
1432, 1432, 3
1433, 1433, 4
1434, 1434, 3
1435, 1435, 2
1436, 1436, 4
1437, 1437, 4
1438, 1438, 7
1439, 1439, 4
1440, 1440, 4
1441, 1441, 6
1442, 1442, 6
1443, 1443, 5
1444, 1444, 7
1445, 1445, 4
1446, 1446, 6
1447, 1447, 3
1448, 1448, 5
1449, 1449, 3
1450, 1450, 5
1451, 1451, 4
1452, 1452, 2
